test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
109.0,387.65,766.75,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,50.0,2.0,9.0,0.0,334.0,137.0,153.0,11.0
110.0,193.3,87.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,5.0,3.0,0.0,302.0,134.0,146.0,15.0
111.0,91.0,1.55,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,4.0,3.0,0.0,314.0,138.0,181.0,14.0
112.0,0.0,368.5,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,38.0,5.0,4.0,0.0,369.0,125.0,163.0,18.0
113.0,139.4,379.85,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,52.0,5.0,6.0,0.0,337.0,138.0,155.0,16.0
114.0,279.29999999999995,778.55,2.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,39.0,5.0,11.0,0.0,346.0,137.0,144.0,12.0
115.0,210.70000000000002,331.95000000000005,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,57.0,2.0,2.0,0.0,335.0,114.0,141.0,13.0
116.0,379.7,27.7,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,3.0,5.0,0.0,330.0,123.0,140.0,6.0
117.0,92.4,558.2,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,61.0,2.0,6.0,0.0,320.0,133.0,166.0,12.0
118.0,39.25,835.35,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,50.0,4.0,7.0,0.0,319.0,141.0,154.0,11.0
119.0,183.25,232.60000000000002,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,58.0,4.0,5.0,0.0,365.0,151.0,156.0,9.0
120.0,440.6,491.7,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,45.0,2.0,7.0,1.0,326.0,122.0,146.0,11.0
121.0,37.3,318.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,6.0,4.0,0.0,318.0,130.0,150.0,14.0
122.0,96.94999999999999,146.65,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,51.0,2.0,6.0,0.0,323.0,142.0,159.0,7.0
123.0,1519.95,487.04999999999995,10.0,0.0,2.0,1.0,9.0,2.0,0.0,0.0,64.0,11.0,24.0,0.0,671.0,323.0,646.0,21.0
124.0,1183.45,515.4499999999999,2.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,66.0,12.0,2.0,0.0,658.0,304.0,174.0,8.0
125.0,941.6,968.1499999999999,5.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,60.0,7.0,5.0,0.0,718.0,287.0,167.0,15.0
126.0,78.5,136.95,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,66.0,8.0,5.0,0.0,570.0,188.0,177.0,10.0
127.0,55.95,442.59999999999997,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,55.0,5.0,5.0,1.0,333.0,125.0,181.0,14.0
128.0,137.5,319.95,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,54.0,1.0,7.0,0.0,330.0,139.0,161.0,7.0
